,id,read_rate,from_domain_hash,Domain_extension,day,campaign_size,unique_user_cnt,avg_domain_read_rate,avg_domain_inbox_rate,avg_user_avg_read_rate,avg_user_domain_avg_read_rate,mb_superuser,mb_engper,mb_supersub,mb_engsec,mb_inper,mb_insec,mb_unengsec,mb_idlesub,Discretized_Read_Rate
16259,16260,0.023952096000000003,03e210248248cd9f6421f943a82f32a6,com,Sun,167.0,154.0,0.088281363,0.9368764559999999,0.130009055,0.049966562,0.119760479,0.251497006,0.20958083800000002,0.239520958,0.0,0.09580838300000001,0.083832335,0.0,1
16261,16262,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,23.0,23.0,0.19130118,0.687118735,0.0006709839999999999,0.000836623,0.0,0.043478261,0.565217391,0.0,0.0,0.260869565,0.130434783,0.0,1
16265,16266,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,13.0,13.0,0.06157230599999999,0.232202866,0.06054948,0.00591716,0.076923077,0.153846154,0.23076923100000002,0.076923077,0.0,0.46153846200000004,0.0,0.0,1
16269,16270,0.0,441738815fa8f1671f7c7452a2a2b4bc,com,Mon,13.0,13.0,0.003623768,0.008669384,0.081993,0.0,0.153846154,0.076923077,0.076923077,0.153846154,0.0,0.23076923100000002,0.307692308,0.0,1
16275,16276,0.153846154,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,13.0,1.0,0.19130118,0.687118735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
16279,16280,0.0,5a2d9da2496c3af5cf319e494a8c15dd,com,Thurs,13.0,13.0,0.00359306,0.008482561999999999,0.053610927999999995,0.0,0.153846154,0.153846154,0.153846154,0.153846154,0.0,0.23076923100000002,0.153846154,0.0,1
16283,16284,0.076923077,f54db463750940e0e7f7630fe327845e,com,Mon,13.0,13.0,0.145559324,0.954745878,0.13452868,0.10285877199999999,0.076923077,0.307692308,0.076923077,0.23076923100000002,0.0,0.307692308,0.0,0.0,2
16286,16287,0.45945945899999996,d30663cb0bed60805ad3ae4ebbad217b,com,Wed,37.0,35.0,0.06157230599999999,0.232202866,0.219582147,0.350611425,0.37837837799999996,0.243243243,0.135135135,0.054054054000000004,0.0,0.135135135,0.054054054000000004,0.0,12
16289,16290,0.19047619,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,21.0,21.0,0.19130118,0.687118735,0.192153587,0.20330486600000003,0.14285714300000002,0.571428571,0.0,0.095238095,0.0,0.095238095,0.095238095,0.0,5
16297,16298,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sun,29.0,29.0,0.26360952,0.5492744979999999,0.008322719000000001,0.032295761,0.0,0.24137931,0.24137931,0.034482759,0.137931034,0.24137931,0.10344827599999999,0.0,1
16309,16310,0.0,bee0e4f8475167f214c574068558aaf8,com,Sat,13.0,13.0,0.0034840759999999996,0.008354312,0.047166655999999994,0.0,0.076923077,0.153846154,0.23076923100000002,0.23076923100000002,0.0,0.153846154,0.153846154,0.0,1
16310,16311,0.14285714300000002,8066470e27f62ff74b75b31bd5ee4d54,uk,Thurs,14.0,8.0,0.303511439,0.669174299,0.13360586800000002,0.071428571,0.0,0.857142857,0.0,0.0,0.14285714300000002,0.0,0.0,0.0,4
16311,16312,0.042435424000000006,636ae4d78ec2b46248fc59ac1ad737df,com,Sat,542.0,324.0,0.047170067,0.9210837629999999,0.04519611,0.041676566,0.042435424000000006,0.121771218,0.17896679,0.11623616199999999,0.009225091999999999,0.35977859799999995,0.17158671600000003,0.0,2
16312,16313,0.020408163,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,49.0,44.0,0.19130118,0.687118735,0.038560694,0.03667695,0.040816327,0.571428571,0.020408163,0.06122449,0.18367346899999998,0.040816327,0.081632653,0.0,1
16327,16328,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,20.0,20.0,0.047170067,0.9210837629999999,0.042911581,0.02169987,0.05,0.1,0.05,0.1,0.0,0.4,0.3,0.0,1
16328,16329,0.0,ac8c449342925cb29673c91ee480ff03,com,Tues,12.0,12.0,0.045656805,0.940961587,0.027022888999999998,0.003623188,0.0,0.25,0.166666667,0.25,0.0,0.25,0.083333333,0.0,1
16332,16333,0.8205128209999999,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,39.0,34.0,0.26360952,0.5492744979999999,0.17503159,0.667551443,0.153846154,0.58974359,0.205128205,0.051282050999999995,0.0,0.0,0.0,0.0,13
16334,16335,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sat,12.0,12.0,0.19130118,0.687118735,0.021271107,0.012001123,0.0,0.583333333,0.083333333,0.0,0.25,0.083333333,0.0,0.0,1
16341,16342,0.08,636ae4d78ec2b46248fc59ac1ad737df,com,Thurs,25.0,25.0,0.047170067,0.9210837629999999,0.066835247,0.12046061699999999,0.08,0.2,0.24,0.2,0.0,0.08,0.2,0.0,3
16351,16352,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,118.0,81.0,0.047170067,0.9210837629999999,0.049992227,0.027818826,0.016949153,0.22881355899999997,0.271186441,0.110169492,0.0,0.20338983100000002,0.169491525,0.0,1
16355,16356,0.066666667,14dd5266c70789bdc806364df4586335,com,Mon,15.0,15.0,0.08705457800000001,0.93233696,0.068134943,0.081313131,0.066666667,0.066666667,0.066666667,0.133333333,0.066666667,0.4,0.2,0.0,2
16363,16364,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,21.0,21.0,0.26360952,0.5492744979999999,0.053415190999999994,0.019747424,0.14285714300000002,0.19047619,0.333333333,0.19047619,0.0,0.14285714300000002,0.0,0.0,1
16364,16365,0.0067567569999999995,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,148.0,148.0,0.19130118,0.687118735,0.081591775,0.075868383,0.10810810800000001,0.155405405,0.37837837799999996,0.10135135099999999,0.0067567569999999995,0.10135135099999999,0.148648649,0.0,1
16370,16371,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sat,14.0,12.0,0.19130118,0.687118735,0.184526699,0.18574358100000002,0.214285714,0.642857143,0.0,0.0,0.14285714300000002,0.0,0.0,0.0,1
16397,16398,0.0,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Wed,19.0,18.0,0.21218786399999998,0.61564894,0.027057682000000003,0.014700036999999999,0.052631579000000005,0.15789473699999998,0.31578947399999996,0.263157895,0.0,0.15789473699999998,0.052631579000000005,0.0,1
16399,16400,0.175675676,50cd1a9a183758039b0841aa738c3f0b,com,Wed,74.0,74.0,0.26360952,0.5492744979999999,0.172909635,0.248677211,0.21621621600000002,0.283783784,0.22972973,0.054054054000000004,0.0,0.148648649,0.067567568,0.0,5
16410,16411,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,15.0,1.0,0.047170067,0.9210837629999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
16415,16416,0.0,bee0e4f8475167f214c574068558aaf8,com,Mon,16.0,16.0,0.0034840759999999996,0.008354312,0.011833241999999999,0.0,0.0,0.125,0.25,0.1875,0.0,0.3125,0.125,0.0,1
16416,16417,0.041666667000000004,7a35b38262510f0cd0191e980684dfb0,com,Sat,72.0,72.0,0.053386345999999994,0.193153258,0.088373743,0.037037037,0.125,0.194444444,0.38888888899999996,0.125,0.0,0.13888888900000002,0.027777778,0.0,2
16420,16421,0.0,2174b8f4d1179610379fd4fb1822b9ff,com,Sun,42.0,42.0,0.006598712,0.009859723,0.074103833,0.0,0.095238095,0.261904762,0.23809523800000001,0.166666667,0.0,0.166666667,0.071428571,0.0,1
16423,16424,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,41.0,41.0,0.06157230599999999,0.232202866,0.009489657,0.00143908,0.024390244,0.19512195100000002,0.097560976,0.12195122,0.073170732,0.31707317100000004,0.17073170699999998,0.0,1
16424,16425,0.125,50cd1a9a183758039b0841aa738c3f0b,com,Tues,24.0,24.0,0.26360952,0.5492744979999999,0.125474586,0.125130748,0.166666667,0.625,0.0,0.041666667000000004,0.125,0.041666667000000004,0.0,0.0,4
16427,16428,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,11.0,7.0,0.047170067,0.9210837629999999,0.011552878999999999,0.0016604179999999999,0.0,0.0,0.090909091,0.090909091,0.0,0.272727273,0.545454545,0.0,1
16430,16431,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Sat,14.0,14.0,0.047170067,0.9210837629999999,0.027844466000000002,0.019172543,0.0,0.071428571,0.35714285700000004,0.0,0.0,0.5,0.071428571,0.0,1
16432,16433,0.13636363599999998,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,22.0,22.0,0.19130118,0.687118735,0.072199848,0.18469935399999998,0.045454545,0.363636364,0.272727273,0.090909091,0.045454545,0.181818182,0.0,0.0,4
16434,16435,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,13.0,13.0,0.26360952,0.5492744979999999,0.006110309,0.004672896,0.0,0.7692307690000001,0.0,0.0,0.23076923100000002,0.0,0.0,0.0,1
16437,16438,0.1,50cd1a9a183758039b0841aa738c3f0b,com,Wed,40.0,20.0,0.26360952,0.5492744979999999,0.062874445,0.075656258,0.05,0.55,0.05,0.15,0.1,0.05,0.05,0.0,3
16443,16444,0.025,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,80.0,80.0,0.19130118,0.687118735,0.046762433,0.031488219,0.05,0.1375,0.1375,0.1375,0.0125,0.275,0.25,0.0,1
16444,16445,0.322580645,1982218d6c4c846b230639346409d184,com,Tues,31.0,31.0,0.133173803,0.915891991,0.237677826,0.390142252,0.290322581,0.35483871,0.258064516,0.064516129,0.0,0.0,0.032258065,0.0,9
16445,16446,0.018115942,984627b36cb13aedfae7734539d55178,com,Sun,276.0,1.0,0.084249738,0.916337133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16446,16447,0.0,86d0399a308ae0a71efbff96df087dc4,com,Fri,13.0,13.0,0.046684483,0.20985432,0.05340501,0.018249325,0.0,0.307692308,0.076923077,0.46153846200000004,0.0,0.076923077,0.076923077,0.0,1
16451,16452,0.45191313299999997,3e955c5d67e80686f3eb24154599ebcc,com,Sun,967.0,966.0,0.119767048,0.762029347,0.16468299,0.380753068,0.19792746100000003,0.32435233199999997,0.231088083,0.111917098,0.003108808,0.05388601,0.07357513,0.004145078,12
16453,16454,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Wed,225.0,225.0,0.26360952,0.5492744979999999,0.004960894,0.004742615,0.0044444440000000005,0.124444444,0.026666667,0.088888889,0.08,0.586666667,0.08,0.008888889,1
16454,16455,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,24.0,8.0,0.26360952,0.5492744979999999,0.13210552,0.093543054,0.166666667,0.833333333,0.0,0.0,0.0,0.0,0.0,0.0,1
16466,16467,0.02173913,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,92.0,92.0,0.047170067,0.9210837629999999,0.034296642999999995,0.030384931,0.02173913,0.09782608699999999,0.141304348,0.086956522,0.032608696,0.423913043,0.19565217399999998,0.0,1
16470,16471,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,18.0,18.0,0.19130118,0.687118735,0.086191444,0.058718079000000006,0.166666667,0.7222222220000001,0.055555556,0.0,0.0,0.055555556,0.0,0.0,1
16488,16489,0.043478261,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,23.0,23.0,0.19130118,0.687118735,0.074461629,0.03822699,0.130434783,0.17391304300000002,0.260869565,0.17391304300000002,0.0,0.21739130399999998,0.043478261,0.0,2
16502,16503,0.095238095,a8ffaf142026e1b237e46bf60c855411,net,Tues,42.0,42.0,0.49024206200000003,0.7223624209999999,0.052652486,0.044878022999999996,0.023809524,0.166666667,0.214285714,0.14285714300000002,0.0,0.333333333,0.11904761900000001,0.0,3
16511,16512,0.0,1982218d6c4c846b230639346409d184,com,Mon,20.0,20.0,0.133173803,0.915891991,0.167269964,0.16680735900000002,0.15,0.3,0.2,0.15,0.0,0.0,0.2,0.0,1
16515,16516,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Fri,12.0,12.0,0.26360952,0.5492744979999999,0.040030003,0.10155700000000001,0.0,0.272727273,0.363636364,0.090909091,0.0,0.090909091,0.181818182,0.0,1
16518,16519,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,11.0,11.0,0.06157230599999999,0.232202866,0.035645149,0.02238292,0.0,0.818181818,0.0,0.0,0.181818182,0.0,0.0,0.0,1
16523,16524,0.0,c2187194a3d46b5d1f67bf3b47c9a817,com,Fri,30.0,30.0,0.007354271999999999,0.018527876000000002,0.047113954000000006,0.0,0.066666667,0.066666667,0.46666666700000003,0.133333333,0.0,0.26666666699999997,0.0,0.0,1
16532,16533,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,13.0,13.0,0.26360952,0.5492744979999999,0.005440778,0.005868404,0.0,0.7692307690000001,0.0,0.0,0.153846154,0.0,0.076923077,0.0,1
16537,16538,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Fri,39.0,14.0,0.26360952,0.5492744979999999,0.039700387000000004,0.047910102999999996,0.0,0.7179487179999999,0.0,0.076923077,0.153846154,0.0,0.051282050999999995,0.0,1
16553,16554,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Thurs,15.0,12.0,0.19130118,0.687118735,0.004572764,0.00601053,0.0,0.4,0.2,0.0,0.066666667,0.26666666699999997,0.066666667,0.0,1
16555,16556,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Thurs,14.0,1.0,0.047170067,0.9210837629999999,0.017886179,0.0028248590000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
16556,16557,0.0,ac8c449342925cb29673c91ee480ff03,com,Sun,28.0,26.0,0.045656805,0.940961587,0.040584457000000004,0.012876611000000001,0.035714286,0.14285714300000002,0.035714286,0.25,0.0,0.214285714,0.321428571,0.0,1
16580,16581,0.12,f74d39fa044aa309eaea14b9f57fe79c,com,Thurs,25.0,23.0,0.19130118,0.687118735,0.064969619,0.078494287,0.04,0.36,0.24,0.12,0.0,0.08,0.16,0.0,4
16585,16586,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,12.0,12.0,0.19130118,0.687118735,0.016425113,0.01621969,0.0,0.916666667,0.083333333,0.0,0.0,0.0,0.0,0.0,1
16589,16590,0.045454545,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,22.0,11.0,0.26360952,0.5492744979999999,0.052238066,0.034354403,0.0,0.727272727,0.0,0.0,0.272727273,0.0,0.0,0.0,2
16593,16594,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sun,11.0,11.0,0.26360952,0.5492744979999999,0.009651104,0.0,0.0,0.090909091,0.090909091,0.0,0.0,0.363636364,0.454545455,0.0,1
16604,16605,0.842105263,50cd1a9a183758039b0841aa738c3f0b,com,Tues,19.0,17.0,0.26360952,0.5492744979999999,0.29427025100000004,0.8265037359999999,0.42105263200000004,0.473684211,0.10526315800000001,0.0,0.0,0.0,0.0,0.0,13
16627,16628,0.0,2174b8f4d1179610379fd4fb1822b9ff,com,Sun,13.0,13.0,0.006598712,0.009859723,0.061759243,0.0,0.153846154,0.307692308,0.23076923100000002,0.153846154,0.0,0.0,0.153846154,0.0,1
16631,16632,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,12.0,9.0,0.047170067,0.9210837629999999,0.004036296,0.0,0.0,0.0,0.083333333,0.083333333,0.0,0.583333333,0.25,0.0,1
16640,16641,0.153846154,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,13.0,13.0,0.19130118,0.687118735,0.14052936300000002,0.168555273,0.153846154,0.384615385,0.153846154,0.0,0.307692308,0.0,0.0,0.0,4
16651,16652,1.0,50cd1a9a183758039b0841aa738c3f0b,com,Fri,11.0,9.0,0.26360952,0.5492744979999999,0.282999596,0.714952673,0.363636364,0.454545455,0.090909091,0.090909091,0.0,0.0,0.0,0.0,14
16662,16663,0.32,50cd1a9a183758039b0841aa738c3f0b,com,Tues,25.0,25.0,0.26360952,0.5492744979999999,0.10379973699999999,0.223778001,0.16,0.4,0.16,0.2,0.0,0.04,0.04,0.0,9
16663,16664,0.22727272699999998,f54db463750940e0e7f7630fe327845e,com,Fri,22.0,22.0,0.145559324,0.954745878,0.25563961399999996,0.306804281,0.272727273,0.5,0.090909091,0.13636363599999998,0.0,0.0,0.0,0.0,6
16666,16667,0.153846154,636ae4d78ec2b46248fc59ac1ad737df,com,Sat,13.0,13.0,0.047170067,0.9210837629999999,0.104353086,0.12475347199999999,0.153846154,0.153846154,0.23076923100000002,0.153846154,0.0,0.076923077,0.23076923100000002,0.0,4
16668,16669,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,30.0,30.0,0.26360952,0.5492744979999999,0.021216093999999998,0.0,0.033333333,0.2,0.033333333,0.133333333,0.0,0.333333333,0.26666666699999997,0.0,1
16669,16670,0.006896551999999999,b3782bc0343e84faf2f8d3d7171153dd,com,Mon,580.0,515.0,0.009889762,0.034618091000000004,0.052624765,0.009679331,0.064124783,0.216637782,0.403812825,0.227036395,0.0,0.01559792,0.072790295,0.0,1
16670,16671,0.004854369,bdc6afb4e270be5e7b3954caf0818a7d,br,Tues,824.0,291.0,0.003141268,0.7616823220000001,0.004762047,0.004411835,0.004854369,0.382281553,0.01092233,0.014563106999999999,0.018203883,0.55461165,0.01092233,0.003640777,1
16673,16674,0.0,1339b732b01396e9b84c9b938912e648,com,Mon,17.0,17.0,0.010786822,0.012665817,0.06575980299999999,0.022624434,0.117647059,0.235294118,0.117647059,0.117647059,0.0,0.176470588,0.235294118,0.0,1
16680,16681,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,23.0,23.0,0.26360952,0.5492744979999999,0.015134713000000001,0.008486087,0.0,0.565217391,0.17391304300000002,0.043478261,0.130434783,0.0,0.086956522,0.0,1
16686,16687,0.0,2174b8f4d1179610379fd4fb1822b9ff,com,Thurs,33.0,32.0,0.006598712,0.009859723,0.057156197,0.003367003,0.090909091,0.12121212099999999,0.333333333,0.272727273,0.0,0.03030303,0.151515152,0.0,1
16687,16688,0.239130435,3e601316a3b09bdfec5049aeb00b5cc0,com,Tues,46.0,43.0,0.134960797,0.942354039,0.179721877,0.205288615,0.21739130399999998,0.304347826,0.19565217399999998,0.152173913,0.0,0.086956522,0.043478261,0.0,6
16689,16690,0.0,14dd5266c70789bdc806364df4586335,com,Sun,24.0,24.0,0.08705457800000001,0.93233696,0.018193876,0.015294312,0.0,0.041666667000000004,0.0,0.083333333,0.0,0.41666666700000005,0.45833333299999995,0.0,1
16695,16696,0.2,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,35.0,24.0,0.19130118,0.687118735,0.122367882,0.15771588,0.11428571400000001,0.571428571,0.028571429,0.057142857000000005,0.228571429,0.0,0.0,0.0,6
16704,16705,0.18840579699999999,03e210248248cd9f6421f943a82f32a6,com,Mon,69.0,69.0,0.088281363,0.9368764559999999,0.161858199,0.171752607,0.17391304300000002,0.333333333,0.231884058,0.115942029,0.0,0.072463768,0.072463768,0.0,5
16729,16730,0.3125,50cd1a9a183758039b0841aa738c3f0b,com,Tues,16.0,3.0,0.26360952,0.5492744979999999,0.071567015,0.353195938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8
16735,16736,0.152173913,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,46.0,45.0,0.19130118,0.687118735,0.116321194,0.155372633,0.086956522,0.282608696,0.260869565,0.086956522,0.02173913,0.130434783,0.130434783,0.0,4
16739,16740,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,17.0,17.0,0.26360952,0.5492744979999999,0.025256549,0.006480204,0.0,0.117647059,0.117647059,0.117647059,0.0,0.352941176,0.235294118,0.058823529000000006,1
16746,16747,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Fri,13.0,13.0,0.0065792690000000004,0.008477369,0.041898841,0.0,0.0,0.23076923100000002,0.23076923100000002,0.153846154,0.0,0.0,0.384615385,0.0,1
16748,16749,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Sun,18.0,18.0,0.0065792690000000004,0.008477369,0.095961832,0.0,0.111111111,0.333333333,0.27777777800000003,0.222222222,0.0,0.055555556,0.0,0.0,1
16765,16766,0.16,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,25.0,25.0,0.19130118,0.687118735,0.154737945,0.196937153,0.16,0.2,0.32,0.08,0.0,0.2,0.04,0.0,5
16767,16768,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,42.0,42.0,0.26360952,0.5492744979999999,0.10407948300000001,0.19581367100000002,0.166666667,0.261904762,0.261904762,0.047619048,0.023809524,0.14285714300000002,0.095238095,0.0,1
16768,16769,0.20689655199999998,5e16703db26e5154b60889bf72a4705f,com,Wed,29.0,29.0,0.160534665,0.86763858,0.283857373,0.194205223,0.413793103,0.344827586,0.137931034,0.068965517,0.0,0.034482759,0.0,0.0,6
16780,16781,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Mon,13.0,13.0,0.0065792690000000004,0.008477369,0.022355701000000002,0.0,0.0,0.0,0.384615385,0.23076923100000002,0.0,0.23076923100000002,0.153846154,0.0,1
16783,16784,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,13.0,13.0,0.19130118,0.687118735,0.008311545,0.008293498,0.0,0.615384615,0.0,0.0,0.153846154,0.153846154,0.076923077,0.0,1
16790,16791,0.0,94bd04f23f1e4d18cc728f0ec5597472,br,Fri,12.0,12.0,0.081700549,0.5658081389999999,0.000174532,0.000157559,0.0,0.41666666700000005,0.0,0.0,0.5,0.0,0.083333333,0.0,1
16791,16792,0.0,94bd04f23f1e4d18cc728f0ec5597472,br,Mon,13.0,13.0,0.081700549,0.5658081389999999,0.017096993,0.02142606,0.0,0.46153846200000004,0.0,0.0,0.538461538,0.0,0.0,0.0,1
16798,16799,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,26.0,26.0,0.06157230599999999,0.232202866,0.002320029,0.00070648,0.0,0.269230769,0.153846154,0.038461537999999997,0.192307692,0.269230769,0.076923077,0.0,1
16799,16800,0.133333333,12c8e292a46c0529663cd963419e4645,com,Tues,15.0,1.0,0.23820561699999998,0.950475066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
16803,16804,0.083333333,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,12.0,9.0,0.047170067,0.9210837629999999,0.0996086,0.113259729,0.083333333,0.166666667,0.666666667,0.0,0.0,0.0,0.083333333,0.0,3
16809,16810,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,21.0,20.0,0.19130118,0.687118735,0.027601632999999997,0.013105763000000001,0.0,0.6190476189999999,0.095238095,0.095238095,0.047619048,0.047619048,0.095238095,0.0,1
16811,16812,0.006802720999999999,d30663cb0bed60805ad3ae4ebbad217b,com,Wed,147.0,145.0,0.06157230599999999,0.232202866,0.016589168999999997,0.007400706,0.027210883999999998,0.258503401,0.176870748,0.074829932,0.088435374,0.25170068,0.12244898,0.0,1
16813,16814,0.153846154,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,13.0,11.0,0.047170067,0.9210837629999999,0.154820357,0.149441036,0.153846154,0.076923077,0.0,0.46153846200000004,0.0,0.23076923100000002,0.076923077,0.0,4
16814,16815,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Wed,16.0,16.0,0.26360952,0.5492744979999999,0.006090304,0.002942395,0.0625,0.4375,0.1875,0.0,0.125,0.0625,0.125,0.0,1
16832,16833,0.0,ba62868a138f50e3bbd445c6ac1874e6,com,Sat,126.0,126.0,0.003780012,0.008709778,0.035647378,0.0,0.03968254,0.166666667,0.317460317,0.198412698,0.007936508,0.166666667,0.103174603,0.0,1
16837,16838,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,14.0,14.0,0.19130118,0.687118735,0.01427283,0.018427101,0.0,0.214285714,0.214285714,0.0,0.071428571,0.428571429,0.071428571,0.0,1
16849,16850,0.005128205,0252a5ffa24bdc602d7942cce259375f,com,Thurs,195.0,125.0,0.041873424,0.9185307420000001,0.043140318,0.014494653,0.041025641,0.11282051300000001,0.179487179,0.21025641,0.01025641,0.26153846199999997,0.184615385,0.0,1
16876,16877,0.14285714300000002,50cd1a9a183758039b0841aa738c3f0b,com,Sun,14.0,14.0,0.26360952,0.5492744979999999,0.19006297800000002,0.289272918,0.214285714,0.428571429,0.214285714,0.071428571,0.0,0.071428571,0.0,0.0,4
16887,16888,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Mon,27.0,27.0,0.0065792690000000004,0.008477369,0.059074615,0.0,0.074074074,0.222222222,0.222222222,0.25925925899999996,0.0,0.037037037,0.185185185,0.0,1
16889,16890,0.9090909090000001,a8ffaf142026e1b237e46bf60c855411,net,Sun,11.0,8.0,0.49024206200000003,0.7223624209999999,0.231354924,0.9113801509999999,0.363636364,0.454545455,0.181818182,0.0,0.0,0.0,0.0,0.0,13
16892,16893,0.033707865,f54db463750940e0e7f7630fe327845e,com,Wed,178.0,151.0,0.145559324,0.954745878,0.096724696,0.05595769,0.050561798,0.359550562,0.207865169,0.224719101,0.011235955,0.073033708,0.073033708,0.0,1
16895,16896,1.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,14.0,13.0,0.26360952,0.5492744979999999,0.177022763,0.6741661059999999,0.35714285700000004,0.5,0.071428571,0.071428571,0.0,0.0,0.0,0.0,14
16910,16911,0.0,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Mon,30.0,30.0,0.21218786399999998,0.61564894,0.035483325,0.055277778,0.0,0.233333333,0.333333333,0.066666667,0.033333333,0.233333333,0.1,0.0,1
16912,16913,0.8979591840000001,50cd1a9a183758039b0841aa738c3f0b,com,Mon,98.0,58.0,0.26360952,0.5492744979999999,0.31047636100000003,0.682597855,0.39583333299999995,0.375,0.21875,0.010416667,0.0,0.0,0.0,0.0,13
16925,16926,0.428571429,50cd1a9a183758039b0841aa738c3f0b,com,Tues,14.0,2.0,0.26360952,0.5492744979999999,0.730924516,0.854218881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
16933,16934,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,15.0,15.0,0.06157230599999999,0.232202866,0.012458666,6.720000000000001e-05,0.066666667,0.133333333,0.2,0.133333333,0.066666667,0.26666666699999997,0.066666667,0.066666667,1
16934,16935,0.045454545,50cd1a9a183758039b0841aa738c3f0b,com,Mon,22.0,20.0,0.26360952,0.5492744979999999,0.041333205,0.138461728,0.0,0.181818182,0.22727272699999998,0.181818182,0.045454545,0.272727273,0.090909091,0.0,2
16935,16936,0.012162876999999999,50cd1a9a183758039b0841aa738c3f0b,com,Tues,1891.0,1848.0,0.26360952,0.5492744979999999,0.070481403,0.07663223400000001,0.109581789,0.218104817,0.255690842,0.154579142,0.004235045,0.16728427699999998,0.088935945,0.001588142,1
16966,16967,0.7818181820000001,50cd1a9a183758039b0841aa738c3f0b,com,Tues,55.0,29.0,0.26360952,0.5492744979999999,0.26286482699999997,0.741983705,0.381818182,0.527272727,0.054545455,0.036363636,0.0,0.0,0.0,0.0,13
16968,16969,0.0,bdc6afb4e270be5e7b3954caf0818a7d,br,Wed,507.0,262.0,0.003141268,0.7616823220000001,0.0026077970000000002,0.002007003,0.0,0.325443787,0.015779093,0.015779093,0.021696252000000003,0.605522682,0.01183432,0.0039447729999999995,1
16975,16976,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,17.0,17.0,0.06157230599999999,0.232202866,0.003893497,0.0028980140000000004,0.0,0.235294118,0.117647059,0.058823529000000006,0.117647059,0.294117647,0.176470588,0.0,1
